"STATION","NAME","DATE","DAEV","DAPR","EVAP","MDEV","MDPR","MNPN","MXPN","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"US1FLCY0006","ORANGE PARK 4.7 SW, FL US","2007-11-19",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0006","ORANGE PARK 4.7 SW, FL US","2007-11-20",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0006","ORANGE PARK 4.7 SW, FL US","2007-11-21",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0006","ORANGE PARK 4.7 SW, FL US","2007-11-22",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0006","ORANGE PARK 4.7 SW, FL US","2007-11-23",,,,,,,,"0.17","0.0",,,,,
"US1FLCY0006","ORANGE PARK 4.7 SW, FL US","2007-11-24",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0006","ORANGE PARK 4.7 SW, FL US","2007-11-25",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-08",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-09",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-10",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-11",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-12",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-15",,"    3",,,"0.00",,,,,,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-16",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-17",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-18",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-19",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-20",,,,,,,,"0.65","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-21",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-22",,,,,,,,"0.15","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-23",,,,,,,,"0.02","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-24",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-25",,,,,,,,"0.53","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-26",,,,,,,,"0.12","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-27",,,,,,,,"0.37","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-28",,,,,,,,"0.01","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-29",,,,,,,,"0.05","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-30",,,,,,,,"0.21","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-10-31",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-01",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-02",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-03",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-04",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-05",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-06",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-07",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-08",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-09",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-10",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-11",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-12",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-13",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-14",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-15",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-16",,,,,,,,"0.03","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-17",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-18",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-19",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-20",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-21",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-22",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-23",,,,,,,,"0.28","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-24",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0005","KEYSTONE HEIGHTS 7.6 ENE, FL US","2007-11-25",,,,,,,,"0.00","0.0",,,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-15",,,,,,,,"0.05","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-16",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-17",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-18",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-19",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-20",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-21",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-22",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-23",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-24",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-25",,,,,,,,"1.15","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-26",,,,,,,,"0.03","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-27",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-28",,,,,,,,"0.02","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-29",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-30",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-08-31",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-01",,,,,,,,"0.65","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-02",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-03",,,,,,,,"0.02","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-04",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-05",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-06",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-07",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-08",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-09",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-10",,,,,,,,"0.52","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-11",,,,,,,,"0.04","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-12",,,,,,,,"0.30","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-13",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-14",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-15",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-16",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-17",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-18",,,,,,,,"0.02","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-19",,,,,,,,"0.50","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-20",,,,,,,,"1.31","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-21",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-22",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-23",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-24",,,,,,,,"0.30","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-25",,,,,,,,"0.02","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-26",,,,,,,,"0.11","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-27",,,,,,,,"0.30","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-28",,,,,,,,"0.02","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-29",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-09-30",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-01",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-02",,,,,,,,"0.03","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-03",,,,,,,,"0.33","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-04",,,,,,,,"0.26","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-05",,,,,,,,"1.23","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-06",,,,,,,,"0.21","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-07",,,,,,,,"0.04","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-08",,,,,,,,"0.06","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-09",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-10",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-11",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-12",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-13",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-14",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-15",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-16",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-17",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-18",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-19",,,,,,,,"1.02","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-20",,,,,,,,"0.27","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-21",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-22",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-23",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-24",,,,,,,,"0.12","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-25",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-26",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-27",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-28",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-29",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-30",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-10-31",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-01",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-02",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-03",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-04",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-05",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-06",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-07",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-08",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-09",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-10",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-11",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-12",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-13",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-14",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-15",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-16",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-17",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-18",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-19",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-20",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-21",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-22",,,,,,,,"0.21","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-23",,,,,,,,"0.60","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-24",,,,,,,,"0.00","0.0","0.0",,,,
"USC00089034","TROY SPRING STATE PARK, FL US","2007-11-25",,,,,,,,"0.03","0.0","0.0",,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-06",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-07",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-08",,,,,,,,"0.00",,,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-09",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-10",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-11",,,,,,,,"0.00",,,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-12",,,,,,,,"0.00",,,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-13",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-14",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-15",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-16",,,,,,,,"0.00",,,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-17",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-18",,,,,,,,"0.00",,,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-19",,,,,,,,"0.00",,,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-20",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-21",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-22",,,,,,,,"0.00",,,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-23",,,,,,,,"0.28",,,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-24",,,,,,,,"0.00",,,,,,
"US1FLCY0007","KEYSTONE HEIGHTS 3.5 ENE, FL US","2007-11-25",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-03",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-04",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-05",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-06",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-07",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-08",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-09",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-10",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-11",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-12",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-13",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-14",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-15",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-16",,,,,,,,"0.03","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-17",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-18",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-19",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-20",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-21",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-22",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-23",,,,,,,,"0.15","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-24",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0002","ORANGE PARK 4.8 SSW, FL US","2007-11-25",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0004","LAKESIDE 2.9 S, FL US","2007-10-09",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0004","LAKESIDE 2.9 S, FL US","2007-10-10",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0004","LAKESIDE 2.9 S, FL US","2007-10-11",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0004","LAKESIDE 2.9 S, FL US","2007-10-12",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0004","LAKESIDE 2.9 S, FL US","2007-10-13",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0004","LAKESIDE 2.9 S, FL US","2007-10-14",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0004","LAKESIDE 2.9 S, FL US","2007-10-15",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0004","LAKESIDE 2.9 S, FL US","2007-10-16",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0004","LAKESIDE 2.9 S, FL US","2007-10-17",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0004","LAKESIDE 2.9 S, FL US","2007-10-18",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0004","LAKESIDE 2.9 S, FL US","2007-10-19",,,,,,,,"0.00","0.0",,,,,
"US1FLCY0004","LAKESIDE 2.9 S, FL US","2007-10-20",,,,,,,,"0.41","0.0",,,,,
