"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","EVAP","PRCP","TAVG","TMAX","TMIN","TOBS"
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-03",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-04",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-05",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-06",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-07",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-08",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-09",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-10",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-11",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-12",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-13",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-14",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-15",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-16",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-17",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-18",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-19",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-20",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-21",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-22",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-23",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-24",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-25",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-26",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-27",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-28",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-29",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-09-30",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-01",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-02",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-03",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-04",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-05",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-06",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-07",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-08",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-09",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-10",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-11",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-12",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-13",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-14",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-15",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-16",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-17",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-18",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-19",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-20",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-21",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-22",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-23",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-24",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-25",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-26",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-27",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-28",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-29",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-30",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-10-31",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-01",,"0.13",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-02",,"0.02",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-03",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-04",,"0.23",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-05",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-06",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-07",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-08",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-09",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-10",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-11",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-12",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-13",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-14",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-15",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-16",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-17",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-18",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-19",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-20",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-21",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-22",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-23",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-24",,"0.00",,,,
"USC00048967","TOPANGA PTRL STATION FC6, CA US","34.0841","-118.5988","227.1","2008-11-25",,"0.00",,,,
"US1CASC0014","PALO ALTO 1.7 NE, CA US","37.418984","-122.121377","8.8","2008-11-13",,"0.00",,,,
"US1CASC0014","PALO ALTO 1.7 NE, CA US","37.418984","-122.121377","8.8","2008-11-14",,"0.00",,,,
"US1CASC0014","PALO ALTO 1.7 NE, CA US","37.418984","-122.121377","8.8","2008-11-16",,"0.00",,,,
"US1CASC0014","PALO ALTO 1.7 NE, CA US","37.418984","-122.121377","8.8","2008-11-17",,"0.00",,,,
"US1CASC0014","PALO ALTO 1.7 NE, CA US","37.418984","-122.121377","8.8","2008-11-18",,"0.00",,,,
"US1CASC0014","PALO ALTO 1.7 NE, CA US","37.418984","-122.121377","8.8","2008-11-19",,"0.00",,,,
"US1CASC0014","PALO ALTO 1.7 NE, CA US","37.418984","-122.121377","8.8","2008-11-20",,"0.00",,,,
"US1CASC0014","PALO ALTO 1.7 NE, CA US","37.418984","-122.121377","8.8","2008-11-21",,"0.00",,,,
"US1CASC0014","PALO ALTO 1.7 NE, CA US","37.418984","-122.121377","8.8","2008-11-22",,"0.00",,,,
"US1CASC0014","PALO ALTO 1.7 NE, CA US","37.418984","-122.121377","8.8","2008-11-23",,"0.00",,,,
"US1CASC0014","PALO ALTO 1.7 NE, CA US","37.418984","-122.121377","8.8","2008-11-24",,"0.00",,,,
"US1CASC0014","PALO ALTO 1.7 NE, CA US","37.418984","-122.121377","8.8","2008-11-25",,"0.00",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-10-16",,"0.00",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-10-18",,"0.00",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-10-19",,"0.00",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-10-31",,"0.28",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-11-01",,"0.36",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-11-02",,"1.40",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-11-03",,"0.00",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-11-04",,"0.27",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-11-05",,"0.00",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-11-06",,"0.00",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-11-10",,"0.00",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-11-11",,"0.00",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-11-12",,"0.00",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-11-13",,"0.00",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-11-14",,"0.00",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-11-15",,"0.00",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-11-16",,"0.00",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-11-17",,"0.00",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-11-18",,"0.00",,,,
"US1CASA0009","FOLSOM 2.4 SW, CA US","38.651278","-121.176352","59.1","2008-11-19",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-15",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-16",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-17",,"0.01",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-18",,"0.10",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-19",,"0.01",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-20",,"0.01",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-21",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-22",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-23",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-24",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-25",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-26",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-27",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-28",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-29",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-30",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-08-31",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-01",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-02",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-03",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-04",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-05",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-06",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-07",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-08",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-09",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-10",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-11",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-12",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-13",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-14",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-15",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-16",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-17",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-18",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-19",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-20",,"0.08",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-21",,"0.01",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-22",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-23",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-24",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-25",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-26",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-27",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-28",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-29",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-09-30",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-01",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-02",,"0.10",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-03",,"0.25",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-04",,"0.01",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-05",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-06",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-07",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-08",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-09",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-10",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-11",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-12",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-13",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-14",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-15",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-16",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-17",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-18",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-19",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-20",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-21",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-22",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-23",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-24",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-25",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-26",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-27",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-28",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-29",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-30",,"0.03",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-10-31",,"0.53",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-01",,"1.80",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-02",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-03",,"0.74",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-04",,"0.55",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-05",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-06",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-07",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-08",,"0.04",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-09",,"0.20",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-10",,"0.02",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-11",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-12",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-13",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-14",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-15",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-16",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-17",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-18",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-19",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-20",,"0.02",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-21",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-22",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-23",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-24",,"0.00",,,,
"USC00046027","MUIR WOODS, CA US","37.8977","-122.5688","67.1","2008-11-25",,"0.00",,,,
"US1CASC0017","PALO ALTO 1.2 NE, CA US","37.451555","-122.148628","9.8","2008-11-23",,"0.00",,,,
"US1CASC0017","PALO ALTO 1.2 NE, CA US","37.451555","-122.148628","9.8","2008-11-24",,"0.00",,,,
"US1CASC0017","PALO ALTO 1.2 NE, CA US","37.451555","-122.148628","9.8","2008-11-25",,"0.00",,,,
"USR0000CCP9","CAMP 9 CALIFORNIA, CA US","34.3617","-118.4217","1219.2","2008-08-15",,,"76","86","66",
"USR0000CCP9","CAMP 9 CALIFORNIA, CA US","34.3617","-118.4217","1219.2","2008-08-16",,,"72","82","65",
"USR0000CCP9","CAMP 9 CALIFORNIA, CA US","34.3617","-118.4217","1219.2","2008-08-17",,,"73","85","64",
"USR0000CCP9","CAMP 9 CALIFORNIA, CA US","34.3617","-118.4217","1219.2","2008-08-18",,,"72","81","65",
