"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-07",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-08",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-09",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-10",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-11",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-12",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-13",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-14",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-15",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-16",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-17",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-18",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-19",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-20",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-21",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-22",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-23",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-24",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-25",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-26",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-27",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-28",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-29",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-30",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-10-31",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-01",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-02",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-03",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-04",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-05",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-06",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-07",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-08",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-09",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-10",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-11",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-12",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-13",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-14",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-15",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-16",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-17",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-18",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-19",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-20",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-21",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-22",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-23",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-24",,,,
"US1OKCV0029","NORMAN 6.3 E, OK US","2007-11-25",,,,
"US1OKCV0028","MOORE 0.9 N, OK US","2007-08-19",,,,
"US1OKCV0028","MOORE 0.9 N, OK US","2007-10-17",,,,
"US1OKCV0028","MOORE 0.9 N, OK US","2007-10-18",,,,
"US1OKCV0028","MOORE 0.9 N, OK US","2007-10-19",,,,
"US1OKCV0028","MOORE 0.9 N, OK US","2007-10-20",,,,
"US1OKCV0028","MOORE 0.9 N, OK US","2007-11-17",,,,
"US1OKCV0028","MOORE 0.9 N, OK US","2007-11-20",,,,
"US1OKCV0028","MOORE 0.9 N, OK US","2007-11-25",,,,
"US1OKCV0025","NORMAN 3.9 SE, OK US","2007-08-19",,,,
"US1OKCV0025","NORMAN 3.9 SE, OK US","2007-08-20",,,,
"US1OKCV0025","NORMAN 3.9 SE, OK US","2007-09-05",,,,
"US1OKCV0025","NORMAN 3.9 SE, OK US","2007-09-08",,,,
"US1OKCV0025","NORMAN 3.9 SE, OK US","2007-09-09",,,,
"US1OKCV0025","NORMAN 3.9 SE, OK US","2007-09-10",,,,
"US1OKCV0025","NORMAN 3.9 SE, OK US","2007-10-03",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-08-28",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-08-29",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-08-30",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-08-31",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-01",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-02",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-03",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-04",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-05",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-06",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-07",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-08",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-09",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-10",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-11",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-12",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-13",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-14",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-15",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-16",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-17",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-18",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-19",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-20",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-21",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-22",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-23",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-24",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-25",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-26",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-27",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-28",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-29",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-09-30",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-01",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-02",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-03",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-04",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-05",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-06",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-07",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-08",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-09",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-10",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-11",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-12",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-13",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-14",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-15",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-16",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-17",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-18",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-19",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-20",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-21",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-22",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-23",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-24",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-25",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-26",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-27",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-28",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-29",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-30",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-10-31",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-01",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-02",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-03",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-04",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-05",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-06",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-07",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-08",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-09",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-10",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-11",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-12",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-13",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-14",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-15",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-16",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-17",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-18",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-19",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-20",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-21",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-22",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-23",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-24",,,,
"US1OKCV0024","NORMAN 6.5 SE, OK US","2007-11-25",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-08-15",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-08-16",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-08-17",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-08-18",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-08-19",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-08-20",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-08-21",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-08-22",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-08-23",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-08-24",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-08-25",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-08-26",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-08-27",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-06",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-07",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-08",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-09",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-10",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-11",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-12",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-13",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-14",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-15",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-16",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-17",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-18",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-19",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-20",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-21",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-22",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-23",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-24",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-25",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-26",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-27",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-28",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-29",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-09-30",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-01",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-02",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-03",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-04",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-05",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-06",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-07",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-08",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-09",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-10",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-11",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-12",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-13",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-14",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-15",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-16",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-17",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-18",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-19",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-20",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-21",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-22",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-23",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-24",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-25",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-26",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-27",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-28",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-29",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-30",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-10-31",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-01",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-02",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-03",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-04",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-05",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-06",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-07",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-08",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-09",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-10",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-11",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-12",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-13",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-14",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-15",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-16",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-17",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-18",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-19",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-20",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-21",,,,
"US1OKCV0021","NOBLE 3.7 NW, OK US","2007-11-22",,,,
"US1OKCV0020","NORMAN 1.7 E, OK US","2007-09-05",,,,
"US1OKCV0020","NORMAN 1.7 E, OK US","2007-09-06",,,,
"US1OKCV0020","NORMAN 1.7 E, OK US","2007-09-07",,,,
"US1OKCV0020","NORMAN 1.7 E, OK US","2007-09-08",,,,
"US1OKCV0020","NORMAN 1.7 E, OK US","2007-09-09",,,,
"US1OKCV0020","NORMAN 1.7 E, OK US","2007-09-10",,,,
"US1OKCV0020","NORMAN 1.7 E, OK US","2007-09-11",,,,
"US1OKCV0020","NORMAN 1.7 E, OK US","2007-09-20",,,,
"US1OKCV0020","NORMAN 1.7 E, OK US","2007-09-26",,,,
"US1OKCV0020","NORMAN 1.7 E, OK US","2007-10-03",,,,
"US1OKCV0020","NORMAN 1.7 E, OK US","2007-10-07",,,,
"US1OKCV0020","NORMAN 1.7 E, OK US","2007-10-08",,,,
"US1OKCV0020","NORMAN 1.7 E, OK US","2007-10-09",,,,
"US1OKCV0020","NORMAN 1.7 E, OK US","2007-10-15",,,,
"US1OKCV0020","NORMAN 1.7 E, OK US","2007-10-22",,,,
"US1OKCV0020","NORMAN 1.7 E, OK US","2007-10-23",,,,
"USC00349086","UNION CITY, OK US","2007-08-15",,,,
"USC00349086","UNION CITY, OK US","2007-08-16",,,,
"USC00349086","UNION CITY, OK US","2007-08-17",,,,
"USC00349086","UNION CITY, OK US","2007-08-18",,,,
"USC00349086","UNION CITY, OK US","2007-08-19",,,,
"USC00349086","UNION CITY, OK US","2007-08-20",,,,
"USC00349086","UNION CITY, OK US","2007-08-21",,,,
"USC00349086","UNION CITY, OK US","2007-08-22",,,,
"USC00349086","UNION CITY, OK US","2007-08-23",,,,
"USC00349086","UNION CITY, OK US","2007-08-24",,,,
"USC00349086","UNION CITY, OK US","2007-08-25",,,,
"USC00349086","UNION CITY, OK US","2007-08-26",,,,
"USC00349086","UNION CITY, OK US","2007-08-27",,,,
"USC00349086","UNION CITY, OK US","2007-08-28",,,,
"USC00349086","UNION CITY, OK US","2007-08-29",,,,
"USC00349086","UNION CITY, OK US","2007-08-30",,,,
"USC00349086","UNION CITY, OK US","2007-08-31",,,,
"USC00349086","UNION CITY, OK US","2007-09-01",,,,
"USC00349086","UNION CITY, OK US","2007-09-02",,,,
"USC00349086","UNION CITY, OK US","2007-09-03",,,,
"USC00349086","UNION CITY, OK US","2007-09-04",,,,
"USC00349086","UNION CITY, OK US","2007-09-05",,,,
"USC00349086","UNION CITY, OK US","2007-09-06",,,,
"USC00349086","UNION CITY, OK US","2007-09-07",,,,
"USC00349086","UNION CITY, OK US","2007-09-08",,,,
"USC00349086","UNION CITY, OK US","2007-09-09",,,,
"USC00349086","UNION CITY, OK US","2007-09-10",,,,
"USC00349086","UNION CITY, OK US","2007-09-11",,,,
"USC00349086","UNION CITY, OK US","2007-09-12",,,,
"USC00349086","UNION CITY, OK US","2007-09-13",,,,
"USC00349086","UNION CITY, OK US","2007-09-14",,,,
"USC00349086","UNION CITY, OK US","2007-09-15",,,,
"USC00349086","UNION CITY, OK US","2007-09-16",,,,
"USC00349086","UNION CITY, OK US","2007-09-17",,,,
"USC00349086","UNION CITY, OK US","2007-09-18",,,,
"USC00349086","UNION CITY, OK US","2007-09-19",,,,
"USC00349086","UNION CITY, OK US","2007-09-20",,,,
"USC00349086","UNION CITY, OK US","2007-09-21",,,,
"USC00349086","UNION CITY, OK US","2007-09-22",,,,
"USC00349086","UNION CITY, OK US","2007-09-23",,,,
"USC00349086","UNION CITY, OK US","2007-09-24",,,,
"USC00349086","UNION CITY, OK US","2007-09-25",,,,
"USC00349086","UNION CITY, OK US","2007-09-26",,,,
"USC00349086","UNION CITY, OK US","2007-09-27",,,,
"USC00349086","UNION CITY, OK US","2007-09-28",,,,
"USC00349086","UNION CITY, OK US","2007-09-29",,,,
"USC00349086","UNION CITY, OK US","2007-09-30",,,,
"USC00349086","UNION CITY, OK US","2007-10-01",,,,
"USC00349086","UNION CITY, OK US","2007-10-02",,,,
"USC00349086","UNION CITY, OK US","2007-10-03",,,,
"USC00349086","UNION CITY, OK US","2007-10-04",,,,
"USC00349086","UNION CITY, OK US","2007-10-05",,,,
"USC00349086","UNION CITY, OK US","2007-10-06",,,,
"USC00349086","UNION CITY, OK US","2007-10-07",,,,
"USC00349086","UNION CITY, OK US","2007-10-08",,,,
"USC00349086","UNION CITY, OK US","2007-10-09",,,,
"USC00349086","UNION CITY, OK US","2007-10-10",,,,
"USC00349086","UNION CITY, OK US","2007-10-11",,,,
"USC00349086","UNION CITY, OK US","2007-10-12",,,,
"USC00349086","UNION CITY, OK US","2007-10-13",,,,
"USC00349086","UNION CITY, OK US","2007-10-14",,,,
"USC00349086","UNION CITY, OK US","2007-10-15",,,,
"USC00349086","UNION CITY, OK US","2007-10-16",,,,
"USC00349086","UNION CITY, OK US","2007-10-17",,,,
"USC00349086","UNION CITY, OK US","2007-10-18",,,,
"USC00349086","UNION CITY, OK US","2007-10-19",,,,
"USC00349086","UNION CITY, OK US","2007-10-20",,,,
"USC00349086","UNION CITY, OK US","2007-10-21",,,,
"USC00349086","UNION CITY, OK US","2007-10-22",,,,
"USC00349086","UNION CITY, OK US","2007-10-23",,,,
"USC00349086","UNION CITY, OK US","2007-10-24",,,,
"USC00349086","UNION CITY, OK US","2007-10-25",,,,
